Reference_ID,row_unique,Data_ID,Environmental_condition,General_response,Response,Specific_response,Environmental_metric,General_Disease,Disease,Pathogen,Transmission,Transmission_type,Pathogen_genus,vector,Principal_reservoir,Specific_scale,General_Stats_Method,Statistical_method,N.value,temp_altered,Type,Linear_Nonlinear,R.squared,Value,Lower,Upper,Error,Std._error,P.value_general,P.value_specific,Direction,Direction_statement,DOI,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact,measure,n_method,X,Y,es,se,weight,sample.size,var,ci.lo,ci.hi
262,R758,X1009,Humidity,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean dewpoint (Â°C) year of occurrence 2004; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,22,0,T-value,Linear,NA,-1.71,NA,NA,NA,NA,>0.05,0.1,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.701457344,0.440342185,5.157264604,22,0.19390124,-1.564512167,0.161597479
262,R759,X1010,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean maximum temperature (Â°C) year of occurrence 2004; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,22,0,T-value,Linear,NA,-1.86,NA,NA,NA,NA,>0.05,7.60E-02,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.76298869,0.44284766,5.099073739,22,0.19611405,-1.630954154,0.104976773
262,R760,X1011,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean minimum temperature (Â°C) year of occurrence 2004; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,22,0,T-value,Linear,NA,-2.51,NA,NA,NA,NA,<0.05,0.02,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,With WNV mean lower than without; lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-1.029624523,0.455907505,4.811123636,22,0.207851653,-1.923186812,-0.136062233
262,R761,X1012,Precipitation,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual total precipitation (mm) year of occurrence 2005; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,0.66,NA,NA,NA,NA,>0.05,0.515,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,0.212323066,0.329764287,9.195868643,37,0.108744485,-0.43400306,0.858649192
262,R762,X1013,Humidity,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean dewpoint (Â°C) year of occurrence 2005; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-0.1,NA,NA,NA,NA,>0.05,0.922,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.032170162,0.32882019,9.248750169,37,0.108122717,-0.676645891,0.612305568
262,R763,X1014,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean maximum temperature (Â°C) year of occurrence 2005; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-0.55,NA,NA,NA,NA,>0.05,0.583,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.176935888,0.329469326,9.212341442,37,0.108550037,-0.822683901,0.468812124
262,R764,X1015,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean minimum temperature (Â°C) year of occurrence 2005; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-2.74,NA,NA,NA,NA,<0.05,0.01,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,With WNV mean lower than without; lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.881462426,0.34507407,8.397989881,37,0.119076114,-1.557795176,-0.205129677
262,R765,X1016,Precipitation,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual total precipitation (mm) year of occurrence 2006; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-2.9,NA,NA,NA,NA,<0.01,6.00E-03,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,With WNV mean lower than without; lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.932934685,0.346979032,8.306030822,37,0.120394449,-1.61300109,-0.252868279
262,R766,X1017,Humidity,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean dewpoint (Â°C) year of occurrence 2006; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-1.09,NA,NA,NA,NA,>0.05,0.283,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.350654761,0.331426957,9.10383425,37,0.109843828,-1.000239659,0.298930138
262,R767,X1018,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean maximum temperature (Â°C) year of occurrence 2006; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,0.28,NA,NA,NA,NA,>0.05,0.783,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,0.090076452,0.328972103,9.240210372,37,0.108222644,-0.554697021,0.734849925
262,R768,X1019,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean minimum temperature (Â°C) year of occurrence 2006; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-1.56,NA,NA,NA,NA,>0.05,0.128,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,0,lag 0,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.50185452,0.334160746,8.955485546,37,0.111663404,-1.156797547,0.153088506
262,R769,X1020,Precipitation,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual total precipitation (mm) preceding year relative to 2002; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,56,0,T-value,Linear,NA,0.56,NA,NA,NA,NA,>0.05,0.58,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,Annual means PRISM; preceding year; Welch t-test; N not available; centroid estimated,International Journal of Health Geographics,NA,new,NA,NA,NA,0.147577929,0.267635146,13.96090945,56,0.071628571,-0.376977319,0.672133176
262,R770,X1021,Humidity,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean dewpoint (Â°C) preceding year relative to 2002; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,56,0,T-value,Linear,NA,-0.37,NA,NA,NA,NA,>0.05,0.71,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year; Welch t-test,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.097506846,0.267424532,13.98290839,56,0.07151588,-0.621649296,0.426635605
262,R771,X1022,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean maximum temperature (Â°C) preceding year relative to 2002; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,56,0,T-value,Linear,NA,-0.57,NA,NA,NA,NA,>0.05,0.57,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.150213249,0.267648609,13.95950497,56,0.071635778,-0.674794883,0.374368386
262,R772,X1023,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean minimum temperature (Â°C) preceding year relative to 2002; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,56,0,T-value,Linear,NA,-0.57,NA,NA,NA,NA,>0.05,0.57,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.150213249,0.267648609,13.95950497,56,0.071635778,-0.674794883,0.374368386
262,R773,X1024,Precipitation,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual total precipitation (mm) preceding year relative to 2003; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,145,0,T-value,Linear,NA,-8.19,NA,NA,NA,NA,<0.001,NA,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,With WNV mean lower than without; preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-1.353138104,0.184300871,29.44050302,145,0.033966811,-1.714361173,-0.991915035
262,R774,X1025,Humidity,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean dewpoint (Â°C) preceding year relative to 2003; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,145,0,T-value,Linear,NA,-6.01,NA,NA,NA,NA,<0.001,NA,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.992962149,0.176130991,32.23505696,145,0.031022126,-1.338172549,-0.64775175
262,R775,X1026,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean maximum temperature (Â°C) preceding year relative to 2003; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,145,0,T-value,Linear,NA,0.31,NA,NA,NA,NA,>0.05,0.76,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,0.051217682,0.166118477,36.23799148,145,0.027595348,-0.27436855,0.376803914
262,R776,X1027,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean minimum temperature (Â°C) preceding year relative to 2003; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,145,0,T-value,Linear,NA,-5.48,NA,NA,NA,NA,<0.001,NA,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.905396436,0.174478779,32.8484419,145,0.030442844,-1.247368558,-0.563424313
262,R777,X1028,Precipitation,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual total precipitation (mm) preceding year relative to 2004; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,24,0,T-value,Linear,NA,-4.27,NA,NA,NA,NA,<0.001,NA,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-1.683109159,0.479557449,4.348292163,24,0.229975347,-2.623024488,-0.74319383
262,R778,X1029,Humidity,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean dewpoint (Â°C) preceding year relative to 2004; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,24,0,T-value,Linear,NA,-2.22,NA,NA,NA,NA,<0.05,3.70E-02,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.875059094,0.428694724,5.44131317,24,0.183779167,-1.715285314,-0.034832874
262,R779,X1030,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean maximum temperature (Â°C) preceding year relative to 2004; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,24,0,T-value,Linear,NA,-1.88,NA,NA,NA,NA,>0.05,7.40E-02,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.741041035,0.423011689,5.588500109,24,0.178938889,-1.57012871,0.08804664
262,R780,X1031,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean minimum temperature (Â°C) preceding year relative to 2004; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,24,0,T-value,Linear,NA,-2.47,NA,NA,NA,NA,<0.05,2.10E-02,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.973601785,0.433417059,5.323386487,24,0.187850347,-1.823083611,-0.124119959
262,R781,X1032,Precipitation,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual total precipitation (mm) preceding year relative to 2005; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-2.13,NA,NA,NA,NA,<0.05,4.10E-02,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.685224441,0.338727262,8.715648313,37,0.114736158,-1.349117674,-0.021331208
262,R782,X1033,Humidity,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean dewpoint (Â°C) preceding year relative to 2005; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-2.36,NA,NA,NA,NA,<0.05,2.40E-02,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.759215812,0.34094699,8.60253162,37,0.11624485,-1.427459634,-0.090971991
262,R783,X1034,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean maximum temperature (Â°C) preceding year relative to 2005; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-0.68,NA,NA,NA,NA,>0.05,0.5,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.218757099,0.329823646,9.192558929,37,0.108783638,-0.865199567,0.42768537
262,R784,X1035,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean minimum temperature (Â°C) preceding year relative to 2005; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-2.97,NA,NA,NA,NA,<0.01,5.00E-03,decrease,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.955453798,0.347842983,8.264822044,37,0.120994741,-1.637213516,-0.273694079
262,R785,X1036,Precipitation,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual total precipitation (mm) preceding year relative to 2006; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,0.74,NA,NA,NA,NA,>0.05,0.464,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,0.238059195,0.330012285,9.182052809,37,0.108908108,-0.408752997,0.884871388
262,R786,X1037,Humidity,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean dewpoint (Â°C) preceding year relative to 2006; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-0.23,NA,NA,NA,NA,>0.05,0.818,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.073991372,0.328915477,9.243392224,37,0.108185391,-0.71865386,0.570671117
262,R787,X1038,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean maximum temperature (Â°C) preceding year relative to 2006; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,0.07,NA,NA,NA,NA,>0.05,0.94,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,0.022519113,0.32880886,9.249387541,37,0.108115267,-0.621934411,0.666972637
262,R788,X1039,Temperature,Human disease incidence,Incidence,Human WNV disease incidence presence or absence by census block group,Annual mean minimum temperature (Â°C) preceding year relative to 2006; PRISM 4-km,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,NA,Other,Welch t-test,37,0,T-value,Linear,NA,-1.48,NA,NA,NA,NA,>0.05,0.147,no change,Results,10.1186/1476-072X-7-19,North America,USA,Iowa (statewide),42.07,-93.5,2002-2006,2008,1,12,preceding year,International Journal of Health Geographics,NA,new,NA,NA,NA,-0.476118391,0.333628698,8.984071484,37,0.111308108,-1.130018623,0.177781841
253,R697,X948,Temperature,Human outbreak occurrence,Cases,Presence of human WNF cases (district),"Monthly temperature anomaly (z) relative to 1981â2010, July (TMPJUL)",Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,GL(M)M,Logistic regression (multivariate),1113,0,Beta coefficient,Linear,NA,0.37,0.32,0.41,95% CI,NA,<0.001,<1e-7,increase,Results,10.1186/1476-072X-13-26,Europe;Asia;Africa,Greece;Hungary;Romania;Italy;Russia;Israel;Turkey;Tunisia;Algeria;Morocco;Spain;Portugal;France;Serbia;Croatia;Bulgaria;Bosnia and Herzegovina,District-level (NUTS3/GAUL),NA,NA,2002-2011,2014,1,NA,Multicountry district-level model; N equals districts modeled; coefficients adjusted for other covariates; z-score unit implies per 1 SD anomaly; coordinates not provided (multi-country).,International Journal of Health Geographics,NA,new,NA,NA,NA,0.966328759,0.066633266,NA,1113,0.004439992,0.835727557,1.096929961
