Response,Specific,Disease,P_V_B,Taxa_genus,Include,reason,type,vector,Environmental_condition,Specific_metric,Specific_scale,Statistical_method,N-value,temp_altered,Type,Linear_Nonlinear,R-squared,Value,Lower,Upper,Error,Std._error,P-value_general,P-value_specific,Direction,Direction_statement,DOI,Reference_ID,Data_ID,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact
Incidence,Incidence,Scrub typhus,B,Rickettsia,Y,,HVH,T,Temperature,Monthly mean,1,Pearson correlation,120,,Correlation coefficient,Linear,,-0.176,,,,,>0.05,,decrease,Abstract,10.1186/1471-2334-13-191,130,X503,Asia,Taiwan,Northeast,24.729557,121.762056,2002-2011,2013,1,,N-value is number of months of study,BMC Infectious Diseases,3.147
Incidence,Incidence,Scrub typhus,B,Rickettsia,Y,,HVH,T,Humidity,Monthly mean relative,1,Pearson correlation,120,,Correlation coefficient,Linear,,-0.243,,,,,<0.01,,decrease,Abstract,10.1186/1471-2334-13-191,130,X496,Asia,Taiwan,Northwest,24.789041,120.962792,2002-2011,2013,1,,N-value is number of months of study,BMC Infectious Diseases,3.147
Incidence,Incidence,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Daily minimum,1,Multiple-regression analysis,1242,,Beta coefficient,Linear,0.58,0.3,,,,,>0.05,0.3,increase,Abstract,https://doi.org/10.1016/S0140-6736(00)05250-8,222,X792,Europe,Sweden,Stockholm county,59.334591,18.06324,1960-1998,2001,1,12,"Can't access, range was 8-10 degrees",The Lancet,9.734
Incidence,Incidence,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Daily minimum,1,Multiple-regression analysis,1242,,Beta coefficient,Linear,0.58,0.1,,,,,>0.05,0.1,increase,Abstract,https://doi.org/10.1016/S0140-6736(00)05250-8,222,X791,Europe,Sweden,Stockholm county,59.334591,18.06324,1960-1998,2001,1,,"Can't access, range was -7 to 0 degrees",The Lancet,9.734
Cases,Risk of infection,Rift valley fever,V,Phlebovirus,Y,,HVH,M,Temperature,Annual mean,1,Bayesian additive regression model,976,,Beta coefficient,Linear,,0.0021,-0.0024,0.0066,Std. dev,,>0.05,,increase,Results,http://dx.doi.org/10.1098/rstb.2016.0165,139,X544,Africa,Africa,,,,2004-2016,2017,1,,Countries included available in table 1,Philosophical Transaction of the Royal Society B: Biological Sciences,5.887
Cases,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Monthly total,1,Best-fitting Autoregressive integrated moving average models,131,,Beta coefficient,Linear,,3.836,2.391,5.282,Std. error,1.445,<0.01,0.0079,increase,Discussion,10.1371/journal.pone.0020377,132,X522,Africa,France,Reunion island,-21.133831,55.535504,1998-2008,2011,1,2,N-value is number of months in study,PLOS One,3.272
Cases,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Temperature,Monthly mean,1,Best-fitting Autoregressive integrated moving average models,131,,Beta coefficient,Linear,,0.145,0.076,0.214,Std. error,0.069,<0.05,0.0343,increase,Discussion,10.1371/journal.pone.0020377,132,X521,Africa,France,Reunion island,-21.133831,55.535504,1998-2008,2011,1,,N-value is number of months in study,PLOS One,3.272
Cases,Risk of infection,Rift valley fever,V,Phlebovirus,Y,,HVH,M,Precipitation,Annual total,1,Bayesian additive regression model,976,,Beta coefficient,Linear,,-0.0206,-0.0295,-0.0117,Std. dev,,<0.05,,decrease,Abstract,http://dx.doi.org/10.1098/rstb.2016.0165,139,X545,Africa,Africa,Reunion island,,,2004-2016,2017,1,,Countries included available in table 1,Philosophical Transaction of the Royal Society B: Biological Sciences,5.887
Abundance,Abundance of host,Rickettsial disease,B,Rickettsia,Y,,HVH,T,Precipitation,Annual mean,1,Generalised linear mixed models,965,,Beta coefficient,Linear,,-0.15,-0.266,-0.034,Std. error,0.116,>0.05,0.19,decrease,Abstract,http://dx.doi.org/10.1098/rspb.2017.0475,229,X821,Africa,Kenya,Reunion island,0.36386,36.805827,2013-2014,2017,1,,R. pulchellus,Proceedings of the Royal Society B: Biological sciences,4.744
Incidence,Incidence rates,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Annual mean,1,Pearson correlation,920,,Correlation coefficient,Linear,,0.5,0.36,0.64,95% Confidence,,<0.05,0.0248,increase,Abstract,10.3402/gha.v4i0.8448,159,X599,Europe,Russia,Arkhangelsk Oblast,63.530444,42.752618,1980-2009,2011,1,,"Linear regression also available, more detailed districts (i.e north, east) were available",Global Health Action,2.849
Incidence,Incidence,Mediterranean spotted fever,B,Rickettsia,Y,,HVH,T,Temperature,Summer maximum,1,Negative binomial regression,819,,Incidence rate ratio,Linear,,1.32,1.11,1.59,95% Confidence,,<0.05,,increase,Abstract,https://pubmed.ncbi.nlm.nih.gov/18256437/,134,X525,Europe,Italy,North Sardinia,40.526078,8.928481,1990-2002,2008,1,,"Can't access, Longitude, Latitude is mid-point between the two provinces",American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Cases,Brucellosis,B,Brucella,Y,,HH,,Temperature,Monthly mean,1,Pearson correlation,48,,Correlation coefficient,Linear,0.966,0.696,,,,,<0.01,,increase,Abstract,https://doi.org/10.12980/apjtd.7.2017D6-353,135,X527,Asia,Iran,,,,2009-2012,2017,1,,N-value is Number of months in study,Asian Pacific Journal of Tropical Disease,0.377
Incidence,Cases,Brucellosis,B,Brucella,Y,,HH,,Precipitation,Monthly mean,1,Multiple regression model,48,,Beta coefficient,Linear,0.966,-0.024,-0.03,-0.018,Std. error,0.006,<0.05,,decrease,Abstract,https://doi.org/10.12980/apjtd.7.2017D6-353,135,X529,Asia,Iran,,,,2009-2012,2017,1,,N-value is Number of months in study,Asian Pacific Journal of Tropical Disease,0.377
Incidence,Cases,Brucellosis,B,Brucella,Y,,HH,,Precipitation,Monthly mean,1,Pearson correlation,48,,Correlation coefficient,Linear,0.966,-0.569,,,,,<0.01,,decrease,Abstract,https://doi.org/10.12980/apjtd.7.2017D6-353,135,X528,Asia,Iran,,,,2009-2012,2017,1,,N-value is Number of months in study,Asian Pacific Journal of Tropical Disease,0.377
Incidence,Incidence,Mediterranean spotted fever,B,Rickettsia,Y,,HVH,T,Precipitation,Annual total,mm^3/yr,Negative binomial regression,819,,Incidence rate ratio,Linear,,1,0.99,1.01,95% Confidence,,>0.05,,no change,Results,https://pubmed.ncbi.nlm.nih.gov/18256437/,134,X526,Europe,Italy,North Sardinia,40.526078,8.928481,1990-2002,2008,1,,"Can't access, Longitude, Latitude is mid-point between the two provinces",American Journal of Tropical Medicine and Hygiene,2.106
Abundance,Abundance of vectors on host,Plague,B,Yersinia,Y,,HVH,F,Temperature,,,Negative binomial mixed model,805,,Beta coefficient,Linear,,-0.08,-0.25,0.09,Std. error,0.17,>0.05,0.66,decrease,Results,https://doi.org/10.1016/j.ijppaw.2019.04.011,212,X753,North America,USA,Yosemite National Park,37.865101,-119.53833,2013-2015,2019,1,,"Ceratophyllus ciliatus fleas, PC1 statistic used and includes maximum, mean and variance in temp, potentially not relevant",International Journal for Parasitology: Parasites and Wildlife,2.525
Cases,Cases,Brucellosis,B,Brucella,Y,,HH,,Temperature,Monthly mean,1,Pearson correlation,257,,Correlation coefficient,Linear,,0.845,,,,,<0.01,0.001,increase,Discussion,http://ijer.skums.ac.ir/article_18768.html,137,X538,Asia,Iran,Chaharmahal & Bakhtiari,32.020045,50.769563,2011,2016,1,,"Potentially unecessary to keep all these points,as it’s the same system but different years, n-value taken from table 3",International Journal of Epidemiologic Research,
Cases,Cases,Brucellosis,B,Brucella,Y,,HH,,Precipitation,Monthly mean,1,Pearson correlation,257,,Correlation coefficient,Linear,,-0.445,,,,,>0.05,0.147,decrease,Discussion,http://ijer.skums.ac.ir/article_18768.html,137,X539,Asia,Iran,Chaharmahal & Bakhtiari,32.020045,50.769563,2011,2016,1,,"Potentially unecessary to keep all these points,as it’s the same system but different years, n-value taken from table 3",International Journal of Epidemiologic Research,
Incidence,Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,May-July mean,1,Spearman rank correlation,798,,Correlation coefficient,Linear,,0.89,,,,,<0.001,,increase,Abstract,10.3390/ijerph110201211,164,X614,Europe,Russia,Volgograd,48.700001,44.516666,1999-2013,2014,1,,,International Journal of Environmental Research and Public Health,3.531
Incidence,Incidence,Leptospirosis,B,Leptospira,Y,,HH,,Humidity,mean relative,1,Regression analysis,783,,Correlation coefficient,Linear,0.6,0.6,,,,,<0.05,,increase,Abstract,10.7727/wimj.2017.118,181,X677,South America,Guyana,Georgetown,6.791701,-58.148598,2009-2014,2017,1,,Unsure if trends are significant,West Indian Medical Journal,0.128
Incidence,Incidence,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Total,1,Regression analysis,783,,Correlation coefficient,Linear,0.01,0.01,,,,,<0.05,,decrease,Abstract,10.7727/wimj.2017.118,181,X676,South America,Guyana,Georgetown,6.791701,-58.148598,2009-2014,2017,1,,Unsure if trends are significant,West Indian Medical Journal,0.128
Incidence,Incidence,Leptospirosis,B,Leptospira,Y,,HH,,Temperature,Mean,1,Regression analysis,783,,Correlation coefficient,Linear,0.0001,0.0001,,,,,<0.05,,decrease,Abstract,10.7727/wimj.2017.118,181,X675,South America,Guyana,Georgetown,6.791701,-58.148598,2009-2014,2017,1,,Unsure if trends are significant,West Indian Medical Journal,0.128
Incidence,Case distribution,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,Spatial lag regression,669,,Beta coefficient,Linear,0.7932,0.0128,,,,,<0.01,,increase,Abstract,10.1371/journal.pone.0022192,170,X643,Asia,Nepal,,,,2005,2011,1,,Other tables and time periods available,PLOS One,3.272
Incidence,Case distribution,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean,10,Spatial lag regression,669,,Beta coefficient,Linear,0.7932,-0.0036,,,,,>0.05,0.1,decrease,Abstract,10.1371/journal.pone.0022192,170,X644,Asia,Nepal,,,,2005,2011,1,,Other tables and time periods available,PLOS One,3.272
Cases,Log(cases),Sin Nombre Virus,V,Hantavirus,Y,,HH,,Temperature,Daily mean,Log(degrees),Linear regression,639,,Correlation coefficient,Linear,0.78,0.08,-0.37,0.53,Std. error,0.45,>0.05,,increase,Discussion,10.1093/biosci/biv047,235,X831,North America,USA,,,,1993-2014,2015,1,,Non-Significant given as Std error crosses 0,Bioscience,5.263
Incidence,Distribution of disease risk,Brucellosis,B,Brucella,Y,,HH,,Precipitation,Monthly mean,1,Spatial panel data model,6060,,Beta coefficient,Linear,,-0.017,-0.044,0.01,Std. error,0.027,>0.05,0.524,decrease,Results,https://doi.org/10.1038/s41598-021-03723-9,141,X548,Asia,China,Inner mongolia,,,2010-2015,2021,1,,N-value = number of months of study multiplied by number of counties (101),Scientific Reports,4.409
Incidence,Distribution of disease risk,Brucellosis,B,Brucella,Y,,HH,,Humidity,Monthly mean relative,1,Spatial panel data model,6060,,Beta coefficient,Linear,,-0.019,-0.051,0.013,Std. error,0.032,>0.05,0.592,decrease,Results,https://doi.org/10.1038/s41598-021-03723-9,141,X549,Asia,China,Inner mongolia,,,2010-2015,2021,1,,N-value = number of months of study multiplied by number of counties (101),Scientific Reports,4.409
Incidence,Distribution of disease risk,Brucellosis,B,Brucella,Y,,HH,,Temperature,Monthly mean,1,Spatial panel data model,6060,,Beta coefficient,Linear,,-0.462,-0.539,-0.385,Std. error,0.077,<0.001,,decrease,Abstract,https://doi.org/10.1038/s41598-021-03723-9,141,X547,Asia,China,Inner mongolia,,,2010-2015,2021,1,,N-value = number of months of study multiplied by number of counties (101),Scientific Reports,4.409
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Temperature,,1,Univariate Poisson regression,98976,,Incidence rate ratio,Linear,,1.06,1.05,1.07,95% Confidence,,<0.0001,0,increase,Abstract,10.1371/journal.pntd.0004875,142,X550,Asia,China,,,,2006-2014,2016,1,,N-value - number of counties (1031) * number of months in study period,PLOS neglected tropical diseases,4.548
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Precipitation,,100,Univariate Poisson regression,98976,,Incidence rate ratio,Linear,,1.01,1,1.01,95% Confidence,,<0.0001,0,increase,Abstract,10.1371/journal.pntd.0004875,142,X551,Asia,China,,,,2006-2014,2016,1,,N-value - number of counties (1031) * number of months in study period,PLOS neglected tropical diseases,4.548
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Humidity,,1,Univariate Poisson regression,108,,Incidence rate ratio,Linear,,0.9,0.9,0.91,95% Confidence,,<0.0001,0,decrease,Abstract,10.1371/journal.pntd.0004875,142,X552,Asia,China,,,,2006-2014,2016,1,,N-value is number of months in study period,PLOS neglected tropical diseases,4.548
Cases,Log(cases),Sin Nombre Virus,V,Hantavirus,Y,,HH,,Precipitation,Daily mean,Log(mm),Linear regression,639,,Beta coefficient,Linear,0.008,-1.43,-1.57,-1.29,Std. error,0.14,<0.05,,decrease,Abstract,10.1093/biosci/biv047,235,X832,North America,USA,,,,1993-2014,2015,1,,Significant given as Std error doesn’t cross 0,Bioscience,5.263
Abundance,Host abundance,Murine typhus,B,Rickettsia,Y,,HVH,F,Temperature,Annual mean,1,Univariate analysis,599,,Beta coefficient,Linear,,0.404,,,,,<0.001,,increase,Discussion,https://doi.org/10.1371/journal.pntd.0009029,46,X171,Africa,France,Reunion island,-21.133831,55.535504,2012-2013,2021,1,,,PLOS neglected tropical diseases,4.548
Abudance,Host abundance,Murine typhus,B,Rickettsia,Y,,HVH,F,Precipitation,Annual median,1,Univariate analysis,599,,Beta coefficient,Linear,,-0.002678,,,,,<0.01,,decrease,Discussion,https://doi.org/10.1371/journal.pntd.0009029,46,X172,Africa,France,Reunion island,-21.133831,55.535504,2012-2013,2021,1,,,PLOS neglected tropical diseases,4.548
Abundance,Prevalence in host,Rabies,V,Lyssavirus,Y,,HH,,Humidity,relative,1,Autoregressive moving average models,598,,Beta coefficient,Linear,,-0.053,-0.082,0.082,Std. error,0.135,<0.05,,decrease,Discussion,https://doi.org/10.1016/j.cimid.2022.101903,150,X579,Asia,India,Reunion island,13.067439,80.237617,2010-2019,2022,1,,Temperature available but unsure how to extract values,"Comparative Immunology, Microbiology and Infectious Diseases",2.308
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Annual mean,1,Pearson correlation,248,,Correlation coefficient,Linear,0.88,-0.061,,,,,>0.05,,decrease,Results,10.3390/ijerph111212129,144,X562,Asia,China,Reunion island,,,2005-2012,2014,1,,"2006 trends, 07,08,09,10,11,12 also available but no significant trends recorded. N-value calculated using the Incidences provided and the population estimates from google",International Journal of Environmental Research and Public Health,3.531
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Annual mean,1,Pearson correlation,248,,Correlation coefficient,Linear,0.81,-0.077,,,,,>0.05,,decrease,Results,10.3390/ijerph111212129,144,X559,Asia,China,,,,2005-2012,2014,1,,N-value is the number of years in the study * number of provinces (31)],International Journal of Environmental Research and Public Health,3.531
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Annual mean,1,Pearson correlation,248,,Correlation coefficient,Linear,0.88,-0.189,,,,,>0.05,,decrease,Discussion,10.3390/ijerph111212129,144,X561,Asia,China,,,,2005-2012,2014,1,,"2006 trends, 07,08,09,10,11,12 also available but no significant trends recorded. N-value calculated using the Incidences provided and the population estimates from google",International Journal of Environmental Research and Public Health,3.531
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Annual mean,1,Pearson correlation,248,,Correlation coefficient,Linear,0.81,-0.226,,,,,>0.05,,decrease,Discussion,10.3390/ijerph111212129,144,X558,Asia,China,,,,2005-2012,2014,1,,N-value is the number of years in the study * number of provinces (31)],International Journal of Environmental Research and Public Health,3.531
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Annual mean,1,Pearson correlation,248,,Correlation coefficient,Linear,0.81,-0.39,,,,,<0.05,,decrease,Discussion,10.3390/ijerph111212129,144,X557,Asia,China,,,,2005-2012,2014,1,,N-value is the number of years in the study * number of provinces (31)],International Journal of Environmental Research and Public Health,3.531
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Annual mean,1,Pearson correlation,248,,Correlation coefficient,Linear,0.88,-0.396,,,,,<0.05,,decrease,Discussion,10.3390/ijerph111212129,144,X560,Asia,China,,,,2005-2012,2014,1,,"2006 trends, 07,08,09,10,11,12 also available but no significant trends recorded. N-value calculated using the Incidences provided and the population estimates from google",International Journal of Environmental Research and Public Health,3.531
Cases,cases,Brucellosis,B,Brucella,Y,,HH,,Temperature,Monthly mean,1,Spearman rank correlation,156,,Correlation coefficient,Linear,,0.56,,,,,<0.001,,increase,Results,10.7717/peerj.10113,145,X563,Asia,China,Shaanbei upland plateau,37.482401,109.553283,2005-2018,2020,1,,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929
Cases,cases,Brucellosis,B,Brucella,Y,,HH,,Precipitation,Monthly total,1,Spearman rank correlation,156,,Correlation coefficient,Linear,,0.38,,,,,<0.001,,increase,Results,10.7717/peerj.10113,145,X564,Asia,China,Shaanbei upland plateau,37.482401,109.553283,2005-2018,2020,1,,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929
Cases,cases,Brucellosis,B,Brucella,Y,,HH,,Temperature,Monthly mean,1,Spearman rank correlation,156,,Correlation coefficient,Linear,,0.36,,,,,<0.001,,increase,Results,10.7717/peerj.10113,145,X566,Asia,China,Guanzhong basin,34.271738,108.76156,2005-2018,2020,1,,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929
Cases,cases,Brucellosis,B,Brucella,Y,,HH,,Precipitation,Monthly total,1,Spearman rank correlation,156,,Correlation coefficient,Linear,,0.25,,,,,<0.01,,increase,Results,10.7717/peerj.10113,145,X567,Asia,China,Guanzhong basin,34.271738,108.76156,2005-2018,2020,1,,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929
Cases,cases,Brucellosis,B,Brucella,Y,,HH,,Humidity,Monthly mean,1,Spearman rank correlation,156,,Correlation coefficient,Linear,,-0.22,,,,,<0.01,,decrease,Results,10.7717/peerj.10113,145,X565,Asia,China,Shaanbei upland plateau,37.482401,109.553283,2005-2018,2020,1,,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929
Cases,cases,Brucellosis,B,Brucella,Y,,HH,,Humidity,Monthly mean,1,Spearman rank correlation,156,,Correlation coefficient,Linear,,-0.35,,,,,<0.001,,decrease,Results,10.7717/peerj.10113,145,X568,Asia,China,Guanzhong basin,34.271738,108.76156,2005-2018,2020,1,3,N-value = number of months in study ,PeerJ,2.929
